record_id,declaration_timestamp,shipment_id,invoice_id,exporter_id,importer_id,destination_market,port_of_export,port_of_entry,product_family,hs_code,product_description,shipment_quantity,quantity_unit,shipment_value_usd,incoterm,transport_mode,declared_origin_country,country_of_export,country_of_last_substantial_transformation,production_method_tag,production_stage_country_1,production_stage_country_2,supplier_chain_depth,origin_certificate_available,origin_certificate_match_score,embedded_emissions_tco2e_per_tonne,emissions_estimation_method,electricity_source_tag,recycled_content_percent,plant_emissions_disclosure_available,sector_emissions_band,traceability_completeness_score,supplier_traceability_metadata_available,batch_lot_reference_available,production_site_identifier_available,supporting_document_count,document_consistency_score,is_problematic,anomaly_class,anomaly_count,risk_label,rule_flag_count,synthetic_record_type,injected_pattern
REC_bf6690dd28,2025-07-06 14:30:14.538771,SHP_f59aeff426,INV_d68a37495a,EXP_18bc9faeb8,IMP_2096b9b55d,UK,Shanghai,Durban,aluminium_sheet,7606,Aluminium sheet,118.83,tonnes,279942.68,CIF,rail,DE,TR,DE,primary,NL,BR,1,1,0.94,13.42,measured,renewable,6.75,1,low,0.62,0,1,1,2,0.86,0,none,0,low,0,compliant,none
REC_5558581cf4,2025-04-16 14:30:14.539037,SHP_2acd0561d9,INV_18e51c83e2,EXP_42c9a0687f,IMP_8446b3f5a6,EU,Rotterdam,Mumbai,aluminium_profile,7604,Aluminium profile,308.69,tonnes,1035517.38,EXW,sea,AE,IN,AE,primary,SE,SE,1,0,0.98,5.15,estimated,renewable,1.03,0,medium,0.82,0,1,1,4,0.85,0,none,0,low,0,compliant,none
REC_d836d3d619,2026-03-01 14:30:14.539249,SHP_15c8f6e1b3,INV_70de816be1,EXP_49a9c477db,IMP_3315e7b724,EU,Hamburg,Felixstowe,aluminium_profile,7604,Aluminium profile,383.19,tonnes,1112777.56,CIF,road,FR,IN,FR,primary,IN,IN,1,0,0.91,7.8,default,grid,14.56,0,medium,0.91,0,1,1,5,0.81,0,none,0,low,0,compliant,none
REC_68242d6813,2025-04-04 14:30:14.539442,SHP_e7fcc46d45,INV_b6d93f2442,EXP_6a70df7096,IMP_fa79b9df7a,Other,Antwerp,Felixstowe,aluminium_coil,7606,Aluminium coil,342.01,tonnes,725596.16,EXW,sea,IN,NO,IN,mixed,DE,ZA,4,0,0.93,5.07,estimated,renewable,45.6,0,low,0.92,1,1,1,6,0.83,0,none,0,low,0,compliant,none
REC_42a169534b,2025-07-09 14:30:14.539636,SHP_00b3d6d031,INV_15cf7a2a64,EXP_45ad0ef831,IMP_aa71e91346,EU,Antwerp,Hamburg,aluminium_profile,7604,Aluminium profile,65.6,tonnes,267121.83,FOB,rail,CN,NL,CN,recycled,SE,AE,1,0,0.91,6.25,estimated,grid,95.09,0,high,0.86,0,1,1,5,0.98,0,none,0,low,0,compliant,none
REC_373d65378d,2025-11-24 14:30:14.539798,SHP_2e691cf5b9,INV_3bee1f68ab,EXP_0d82d07805,IMP_be8feda313,US,Mumbai,Antwerp,aluminium_coil,7606,Aluminium coil,176.12,tonnes,449805.63,EXW,road,SE,CA,SE,mixed,TR,FR,3,0,0.98,12.21,default,mixed,56.3,0,low,0.69,1,1,1,6,0.98,0,none,0,low,0,compliant,none
REC_92a21ee734,2025-11-21 14:30:14.539915,SHP_7e7458e8bd,INV_c3eadb5160,EXP_2668e9f64d,IMP_7d31093fab,US,Shanghai,Antwerp,aluminium_sheet,7606,Aluminium sheet,14.51,tonnes,33836.06,DAP,rail,NL,TR,NL,recycled,BR,NO,1,0,0.94,,estimated,mixed,86.54,1,high,,0,1,1,3,0.87,1,missingness,2,low,0,compliant,none
REC_90dcb1cd3c,2025-12-12 14:30:14.540048,SHP_8a9eb0f4aa,INV_23192c7a2b,EXP_62f40452ce,IMP_03b1e8c8d9,US,Vancouver,Durban,aluminium_sheet,7606,Aluminium sheet,328.32,tonnes,1084766.14,EXW,sea,ZA,SE,ZA,primary,FR,CA,3,1,0.82,16.03,default,grid,13.15,0,medium,0.81,1,1,1,3,0.88,1,plausibility,1,low,0,compliant,none
REC_abc98a272a,2025-06-12 14:30:14.540182,SHP_fa8b88f914,INV_d0e5cc36da,EXP_2411370f12,IMP_9cf043e702,EU,Hamburg,Hamburg,aluminium_coil,7606,Aluminium coil,399.46,tonnes,1099884.44,CIF,rail,IN,CN,IN,primary,DE,TR,4,0,0.86,14.92,default,grid,11.54,0,medium,0.88,1,1,1,4,0.99,1,plausibility,1,low,0,compliant,none
REC_51cc8f3bf7,2025-04-19 14:30:14.540316,SHP_02669278ff,INV_3557c5eee5,EXP_b754c088db,IMP_55b1a25269,EU,Jebel_Ali,Vancouver,aluminium_ingot,7601,Unwrought aluminium ingot,17.57,tonnes,47936.56,DAP,rail,SE,CA,SE,mixed,BR,NL,2,0,0.99,11.89,measured,grid,41.41,1,low,0.66,1,1,1,3,0.86,0,none,0,low,0,compliant,none
REC_31b8d45915,2025-11-10 14:30:14.540458,SHP_4290a415a5,INV_a6252bcbc7,EXP_9349cf35bd,IMP_a341ea8bf6,UK,Hamburg,Mumbai,aluminium_coil,7606,Aluminium coil,282.83,tonnes,938147.45,FOB,road,,CA,AE,mixed,SE,SE,2,1,1.0,8.67,default,renewable,54.8,0,low,0.58,1,1,1,2,0.94,1,missingness,1,low,0,compliant,none
REC_8bb99583b0,2025-05-02 14:30:14.540592,SHP_4633e72aab,INV_ee67c51a6e,EXP_c92eb30725,IMP_87b795ddbc,Other,Vancouver,Jebel_Ali,aluminium_coil,7606,Aluminium coil,186.15,tonnes,461962.76,FOB,sea,FR,NO,FR,primary,NO,NL,3,1,0.97,,measured,grid,16.19,1,medium,,1,1,1,4,0.93,1,missingness,2,low,0,compliant,none
REC_23c9123402,2025-03-29 14:30:14.540717,SHP_845bcc5374,INV_432ca4823f,EXP_8840a7fd4d,IMP_7fd43a600d,Other,Rotterdam,Vancouver,aluminium_profile,7604,Aluminium profile,399.94,tonnes,1604962.85,CIF,road,SE,NO,SE,mixed,AE,FR,1,1,0.81,7.28,estimated,renewable,36.9,0,high,0.95,1,1,1,6,0.81,0,none,0,low,0,compliant,none
REC_a065050600,2025-06-16 14:30:14.540834,SHP_3e81a6b52a,INV_5a237ea2ad,EXP_43c3925ac1,IMP_59eca41f1f,UK,Felixstowe,Mumbai,aluminium_coil,7606,Aluminium coil,413.07,tonnes,1060866.13,DAP,rail,TR,AE,TR,recycled,BR,NL,3,1,0.95,8.18,default,mixed,65.08,0,medium,0.94,1,1,1,4,0.91,0,none,0,low,0,compliant,none
REC_52327b846b,2025-07-31 14:30:14.540979,SHP_b6b869d581,INV_e4a33076bf,EXP_6dc501af81,IMP_dab8a7238e,Other,Durban,Felixstowe,aluminium_sheet,7606,Aluminium sheet,322.34,tonnes,1013410.76,DAP,rail,ZA,ZA,ZA,primary,NL,CA,3,0,0.85,8.72,default,mixed,19.52,1,low,0.86,1,1,1,3,0.83,0,none,0,low,0,compliant,none
REC_c8bb0b3b78,2026-03-03 14:30:14.541099,SHP_ee660a9a80,INV_dcd8d669f3,EXP_42699f1a12,IMP_0575ac211a,UK,Durban,Santos,aluminium_coil,7606,Aluminium coil,279.12,tonnes,845447.42,FOB,road,SE,NL,SE,primary,AE,CA,1,0,0.99,6.05,estimated,mixed,13.2,1,medium,0.61,1,1,1,3,0.85,0,none,0,low,0,compliant,none
REC_4f82be691d,2025-12-04 14:30:14.541214,SHP_cf2e7b37d2,INV_3a7a32ff4f,EXP_3c6c8b0feb,IMP_67eba06427,UK,Vancouver,Durban,aluminium_sheet,7606,Aluminium sheet,381.34,tonnes,846083.46,FOB,rail,DE,FR,DE,recycled,SE,FR,4,1,0.82,2.43,measured,renewable,64.64,1,medium,0.96,1,1,1,6,0.88,0,none,0,low,0,compliant,none
REC_776633ec80,2025-07-26 14:30:14.541333,SHP_eff25ac2a0,INV_7e16dcf639,EXP_6043807895,IMP_84c0526cca,Other,Shanghai,Felixstowe,aluminium_profile,7604,Aluminium profile,321.2,tonnes,827737.8,EXW,rail,CN,IN,CN,mixed,IN,CA,2,0,0.9,10.27,default,renewable,38.73,0,high,0.71,1,1,1,4,0.93,0,none,0,low,0,compliant,none
REC_f7d8f2db9a,2026-01-15 14:30:14.541449,SHP_c9eb3eefa4,INV_33ebef8883,EXP_2d6c9e4df1,IMP_424405309c,UK,Felixstowe,Mumbai,aluminium_sheet,7606,Aluminium sheet,297.03,tonnes,1016525.57,CIF,rail,TR,CN,TR,primary,SE,FR,1,1,0.91,6.35,default,renewable,11.51,1,medium,0.86,0,1,1,3,0.84,0,none,0,low,0,compliant,none
REC_4d51c6083c,2025-06-05 14:30:14.541565,SHP_1b762ae326,INV_443229fa63,EXP_9e7e2e4d74,IMP_48f48fa1df,Other,Durban,Rotterdam,aluminium_profile,7604,Aluminium profile,59.38,tonnes,150289.42,EXW,road,ZA,BR,ZA,primary,AE,AE,1,0,0.81,10.98,default,grid,1.89,1,medium,0.89,1,1,1,2,0.86,0,none,0,low,0,compliant,none
REC_bf0f8574be,2025-07-30 14:30:14.541688,SHP_02489d7bbb,INV_fba7d7a47e,EXP_61898ac40d,IMP_84fb0664ad,UK,Santos,Vancouver,aluminium_profile,7604,Aluminium profile,351.4,tonnes,1254217.88,FOB,road,CA,AE,CA,primary,ZA,ZA,2,0,0.84,11.37,measured,mixed,17.55,1,low,0.97,1,1,1,5,0.2,1,documentation_quality,1,low,0,compliant,none
REC_f6f91f2d1c,2025-08-06 14:30:14.541808,SHP_1c7fbf1fd7,INV_4236dfc2de,EXP_ea37c798b8,IMP_14aba079a0,US,Jebel_Ali,Mumbai,aluminium_sheet,7606,Aluminium sheet,430.62,tonnes,1187517.43,EXW,road,AE,TR,AE,primary,NO,FR,2,1,0.82,10.44,measured,mixed,15.02,0,medium,0.68,1,1,1,3,0.98,0,none,0,low,0,compliant,none
REC_14e31d9e80,2025-11-20 14:30:14.541933,SHP_71d3eae005,INV_a95ef8d627,EXP_45a13218d1,IMP_a4d23cade2,UK,Rotterdam,Santos,aluminium_ingot,7601,Unwrought aluminium ingot,15.31,tonnes,41419.4,CIF,sea,CA,DE,CA,mixed,NL,IN,1,0,0.89,5.81,estimated,grid,24.56,1,high,,1,1,1,4,0.96,1,missingness,1,low,0,compliant,none
REC_2007f04952,2025-06-03 14:30:14.542075,SHP_ebb617aaa3,INV_baa0ff24ce,EXP_692a63158f,IMP_53b978ddc3,EU,Shanghai,Santos,aluminium_ingot,7601,Unwrought aluminium ingot,54.69,tonnes,125481.85,DAP,road,NL,NO,NL,mixed,BR,SE,1,0,0.89,6.67,estimated,mixed,22.88,0,low,0.67,1,1,1,6,0.95,0,none,0,low,0,compliant,none
REC_e5e16804c2,2025-06-27 14:30:14.542194,SHP_6636f6e85e,INV_db95ee49c5,EXP_ee824144a4,IMP_b4a8672e74,Other,Jebel_Ali,Hamburg,aluminium_ingot,7601,Unwrought aluminium ingot,59.55,tonnes,112198.56,EXW,sea,,DE,ZA,mixed,AE,IN,3,0,0.82,,default,renewable,55.05,1,high,0.72,1,1,1,3,1.0,1,missingness,2,low,0,compliant,none
REC_74247ff2f4,2025-10-12 14:30:14.542318,SHP_4110593fc7,INV_7cb698aead,EXP_bb5e4361db,IMP_63224956f6,UK,Hamburg,Shanghai,aluminium_profile,7604,Aluminium profile,194.37,tonnes,513516.06,DAP,sea,BR,ZA,BR,primary,IN,ZA,3,1,0.88,9.24,default,grid,15.54,1,medium,0.78,1,1,1,3,0.82,0,none,0,low,0,compliant,none
REC_320b157a01,2025-05-25 14:30:14.542432,SHP_b0921316ef,INV_876da9515a,EXP_2bb198dabf,IMP_0235456ad5,US,Vancouver,Rotterdam,aluminium_profile,7604,Aluminium profile,328.11,tonnes,1236409.14,CIF,sea,NO,TR,NO,primary,SE,BR,3,1,0.97,13.8,default,mixed,11.67,0,high,0.73,1,1,1,5,0.81,0,none,0,low,0,compliant,none
REC_c7323faef3,2025-12-03 14:30:14.542552,SHP_d4b7c82094,INV_3cc1519dff,EXP_93c0d2757b,IMP_7d879b25b6,Other,Felixstowe,Shanghai,aluminium_profile,7604,Aluminium profile,484.96,tonnes,1643658.6,EXW,road,DE,FR,DE,primary,CN,CN,3,1,0.89,11.69,default,mixed,12.59,1,medium,0.66,1,1,1,5,0.2,1,documentation_quality,1,low,0,compliant,none
REC_29b6719f27,2025-10-16 14:30:14.542668,SHP_68f7adc6bc,INV_19f63f6e81,EXP_910a61316e,IMP_7799bf8fc6,EU,Vancouver,Antwerp,aluminium_coil,7606,Aluminium coil,446.23,tonnes,1201409.03,CIF,sea,SE,FR,SE,primary,BR,IN,2,1,0.87,5.11,estimated,mixed,12.4,1,low,0.95,1,1,1,3,0.94,0,none,0,low,0,compliant,none
REC_8fc6b2737a,2025-03-29 14:30:14.542790,SHP_1019a557c4,INV_97446b716f,EXP_3b0ba07316,IMP_e1ccd89f1b,UK,Shanghai,Rotterdam,aluminium_coil,7606,Aluminium coil,456.35,tonnes,1446309.33,FOB,rail,NL,NO,NL,primary,NO,BR,1,0,0.92,10.53,estimated,renewable,19.0,0,low,0.85,1,1,1,5,0.81,0,none,0,low,0,compliant,none
REC_597ce18533,2025-07-25 14:30:14.542921,SHP_46e7fcdeb3,INV_6b5a12a116,EXP_4e8c2f414c,IMP_cd133b6e34,EU,Hamburg,Mumbai,aluminium_profile,7604,Aluminium profile,407.17,tonnes,1701306.68,DAP,sea,NL,DE,FR,primary,ZA,CA,3,0,0.97,10.1,measured,grid,3.01,1,low,0.99,1,1,1,3,0.81,1,logical_inconsistency,1,low,0,compliant,none
REC_8ae29c53c9,2025-08-08 14:30:14.543054,SHP_4f6a3aae3c,INV_dbe3a8beba,EXP_7a756e28f3,IMP_6778ce8c0a,Other,Shanghai,Santos,aluminium_profile,7604,Aluminium profile,408.32,tonnes,1714748.02,DAP,road,ZA,SE,ZA,recycled,ZA,ZA,4,0,0.95,8.99,estimated,mixed,99.87,0,low,0.93,1,1,1,3,0.92,0,none,0,low,0,compliant,none
REC_13941806f5,2025-06-17 14:30:14.543171,SHP_d6ca76adcb,INV_280f4552fd,EXP_c3efb5da6d,IMP_820c49e976,EU,Antwerp,Rotterdam,aluminium_coil,7606,Aluminium coil,65.64,tonnes,195150.68,DAP,road,NL,SE,NL,recycled,BR,ZA,2,1,0.9,11.15,default,grid,80.81,0,medium,0.66,1,1,1,4,0.88,0,none,0,low,0,compliant,none
REC_e8703b960d,2025-08-21 14:30:14.543282,SHP_81bec38d28,INV_ac1abb8c83,EXP_2e3eddc4ff,IMP_9a0b8e325f,EU,Vancouver,Felixstowe,aluminium_profile,7604,Aluminium profile,24.1,tonnes,91187.97,CIF,road,SE,NO,SE,primary,NL,FR,2,0,0.8,11.08,measured,renewable,12.41,1,medium,0.95,1,1,1,2,0.98,0,none,0,low,0,compliant,none
REC_4e1158f751,2025-07-13 14:30:14.543397,SHP_fb1a0f5b8b,INV_3d9c6c5383,EXP_c0411bad38,IMP_65a6addb32,Other,Durban,Hamburg,aluminium_profile,7604,Aluminium profile,261.85,tonnes,1003464.22,FOB,road,BR,AE,BR,recycled,BR,TR,3,1,0.97,11.0,measured,grid,75.86,0,high,0.69,1,1,1,6,1.0,0,none,0,low,0,compliant,none
REC_32adf2570a,2025-12-27 14:30:14.543513,SHP_581c844f48,INV_89f3dd789a,EXP_9482251166,IMP_369f68c323,Other,Vancouver,Durban,aluminium_ingot,7601,Unwrought aluminium ingot,171.09,tonnes,416330.55,EXW,sea,CA,NO,CA,mixed,ZA,AE,1,1,0.87,1.75,measured,renewable,32.01,1,medium,0.57,1,1,1,4,0.84,0,none,0,low,0,compliant,none
REC_bc20cbec42,2025-10-30 14:30:14.543625,SHP_12517fc79e,INV_d44360c88b,EXP_440bc15eda,IMP_8b15ef0f8a,Other,Vancouver,Rotterdam,aluminium_ingot,7601,Unwrought aluminium ingot,92.78,tonnes,192851.61,DAP,sea,TR,AE,TR,mixed,TR,NO,4,1,0.82,2.27,measured,renewable,28.85,0,high,0.72,1,1,1,6,0.94,0,none,0,low,0,compliant,none
REC_a17e41c72c,2025-05-12 14:30:14.543737,SHP_e7325be28c,INV_c414addbe1,EXP_f90c2c7f9e,IMP_6f70b9cbfb,Other,Durban,Rotterdam,aluminium_profile,7604,Aluminium profile,401.71,tonnes,1433072.57,CIF,road,SE,CN,SE,primary,CN,NL,3,1,0.95,13.85,default,mixed,1.64,1,low,0.83,1,1,1,2,0.92,0,none,0,low,0,compliant,none
REC_a7435010fe,2025-06-17 14:30:14.543853,SHP_ba842e8916,INV_3839164df1,EXP_6a86e5c69e,IMP_3ee4aebbb8,Other,Hamburg,Felixstowe,aluminium_sheet,7606,Aluminium sheet,236.64,tonnes,750553.98,FOB,road,NO,CN,NO,recycled,FR,CA,1,0,0.94,4.42,default,mixed,61.47,1,high,0.67,1,1,1,5,0.89,0,none,0,low,0,compliant,none
REC_711cf0622a,2025-09-11 14:30:14.543973,SHP_929ed4d5ad,INV_14086472af,EXP_7fd88d0672,IMP_cb0bda33d6,UK,Santos,Vancouver,aluminium_profile,7604,Aluminium profile,128.81,tonnes,380983.07,CIF,sea,SE,IN,SE,mixed,NO,AE,2,1,0.87,2.22,estimated,renewable,38.86,0,medium,0.72,1,1,1,4,0.96,0,none,0,low,0,compliant,none
REC_73b5ebab98,2025-10-01 14:30:14.544094,SHP_c4ecb3d938,INV_57c2d3e905,EXP_6c6b5a9226,IMP_0fa10b4aeb,US,Vancouver,Vancouver,aluminium_profile,7604,Aluminium profile,52.59,tonnes,179493.94,DAP,road,IN,CN,IN,mixed,TR,SE,4,0,0.89,12.27,estimated,renewable,49.34,0,medium,0.86,1,1,1,2,0.91,0,none,0,low,0,compliant,none
REC_cf912ad07a,2025-04-21 14:30:14.544216,SHP_50353bb3df,INV_a881eda8c5,EXP_e76cc2c78a,IMP_cba7ee2d97,UK,Durban,Rotterdam,aluminium_coil,7606,Aluminium coil,493.39,tonnes,1424667.21,CIF,rail,BR,AE,BR,recycled,ZA,TR,4,0,0.83,2.94,default,grid,69.49,1,low,0.86,1,1,1,3,0.82,0,none,0,low,0,compliant,none
REC_7150e33d96,2025-11-11 14:30:14.544332,SHP_682ff35647,INV_f4fbec2a61,EXP_f40b013913,IMP_0dfad9c909,US,Santos,Mumbai,aluminium_profile,7604,Aluminium profile,211.09,tonnes,880254.51,FOB,road,NL,FR,NL,mixed,CA,CN,4,1,0.99,17.0,default,mixed,25.6,1,high,0.78,1,1,1,2,0.93,1,plausibility,1,low,0,compliant,none
REC_687ea25f37,2026-02-08 14:30:14.544461,SHP_282bb35766,INV_964c903cf6,EXP_a0a586eaa4,IMP_0b7ed5d2b7,Other,Hamburg,Hamburg,aluminium_ingot,7601,Unwrought aluminium ingot,290.09,tonnes,603381.14,DAP,sea,CA,NO,CA,primary,BR,NO,2,0,0.9,3.08,measured,renewable,15.39,0,medium,0.6,1,1,1,4,0.92,0,none,0,low,0,compliant,none
REC_61be3bca13,2025-06-10 14:30:14.544578,SHP_7d10423c70,INV_899adf2502,EXP_1d8d3958d0,IMP_dc27376e63,UK,Antwerp,Antwerp,aluminium_coil,7606,Aluminium coil,245.76,tonnes,686251.93,FOB,rail,SE,CN,SE,primary,AE,ZA,4,0,0.83,5.42,default,mixed,1.04,0,low,0.9,1,1,1,5,0.95,0,none,0,low,0,compliant,none
REC_1d1d1bbd7d,2025-10-30 14:30:14.544691,SHP_95167a89e7,INV_86ba02c51b,EXP_f6e871f95a,IMP_72018a88ee,UK,Hamburg,Durban,aluminium_coil,7606,Aluminium coil,241.07,tonnes,635314.24,EXW,rail,CA,DE,CA,primary,NO,CA,4,1,0.99,12.88,estimated,renewable,6.98,1,medium,0.75,1,1,1,3,0.97,0,none,0,low,0,compliant,none
REC_95af547e3c,2025-06-07 14:30:14.544803,SHP_10951f3e61,INV_651689700f,EXP_4351202f0c,IMP_906a574e29,US,Santos,Shanghai,aluminium_profile,7604,Aluminium profile,399.68,tonnes,1136196.89,EXW,sea,FR,SE,TR,mixed,CA,AE,4,1,0.96,4.48,measured,mixed,28.18,0,high,0.55,1,1,1,5,0.88,1,logical_inconsistency,1,low,0,compliant,none
REC_f90c2470cc,2025-05-13 14:30:14.544942,SHP_8f40fa9698,INV_62055724ba,EXP_a85c3f1367,IMP_65d20ec368,US,Antwerp,Hamburg,aluminium_sheet,7606,Aluminium sheet,225.18,tonnes,605740.45,FOB,road,TR,SE,TR,recycled,IN,DE,2,1,0.85,5.63,estimated,grid,78.51,0,medium,0.8,1,1,1,4,0.92,0,none,0,low,0,compliant,none
REC_0574d4de2a,2025-06-28 14:30:14.545068,SHP_464235832e,INV_baf1e3e081,EXP_4c103a17c2,IMP_a2298124ec,US,Antwerp,Shanghai,aluminium_profile,7604,Aluminium profile,470.52,tonnes,1678393.63,DAP,road,NL,CN,NL,primary,BR,TR,3,0,0.96,3.14,default,grid,6.7,0,low,0.56,1,1,1,5,0.83,0,none,0,low,0,compliant,none
REC_094907482c,2025-06-25 14:30:14.545186,SHP_19c27b381c,INV_dd2b626f37,EXP_29e9cfa81e,IMP_cc77350159,EU,Durban,Jebel_Ali,aluminium_coil,7606,Aluminium coil,131.76,tonnes,404125.07,EXW,rail,AE,DE,AE,primary,AE,CA,3,1,0.87,8.79,measured,mixed,0.67,0,medium,0.85,1,1,1,2,0.83,0,none,0,low,0,compliant,none
REC_a3a39572c9,2025-05-05 14:30:14.545308,SHP_98136a333d,INV_38dca6676d,EXP_e2709fab0f,IMP_ac93a19fb8,Other,Shanghai,Mumbai,aluminium_coil,7606,Aluminium coil,363.9,tonnes,1104817.68,FOB,sea,SE,CA,SE,mixed,DE,DE,1,1,0.91,9.49,default,grid,52.06,0,low,0.9,0,1,1,5,0.92,0,none,0,low,0,compliant,none
REC_cb07545aaf,2025-05-30 14:30:14.545425,SHP_98444f0580,INV_80608e53e9,EXP_48e094798e,IMP_240f8f484a,UK,Mumbai,Hamburg,aluminium_profile,7604,Aluminium profile,236.38,tonnes,971612.02,DAP,rail,,BR,BR,primary,AE,NO,4,0,0.8,11.05,estimated,renewable,3.07,0,medium,0.79,1,1,1,5,0.98,1,missingness,1,low,0,compliant,none
REC_a3819090a0,2026-02-23 14:30:14.545546,SHP_f5ae345783,INV_92db24f3d3,EXP_dcf53ee0f2,IMP_c1dc56a0c1,Other,Shanghai,Felixstowe,aluminium_ingot,7601,Unwrought aluminium ingot,84.74,tonnes,201366.68,FOB,road,TR,CN,TR,mixed,FR,CA,3,0,0.95,14.17,estimated,mixed,50.34,0,low,0.75,1,1,1,4,0.82,1,plausibility,1,low,0,compliant,none
REC_37c98175a8,2025-06-16 14:30:14.545669,SHP_1130feed9d,INV_9876d3d9c6,EXP_18d4167727,IMP_42aff2086c,UK,Santos,Felixstowe,aluminium_sheet,7606,Aluminium sheet,264.23,tonnes,784408.52,CIF,road,ZA,SE,ZA,mixed,NL,ZA,1,0,0.8,3.19,default,grid,39.95,0,high,0.64,1,1,1,3,0.87,0,none,0,low,0,compliant,none
